patentType,applicantName,year,month,count
发明公开,比亚迪股份有限公司,2016,7,1
发明公开,延锋安道拓座椅有限公司,2017,12,1
实用新型,广东安沛电力有限公司,2018,6,2
发明授权,苏州景泓生物技术有限公司,2015,10,1
外观专利,宜兴市水处理成套设备厂,1996,12,1
发明公开,无锡市稀土永磁厂,2018,1,1
发明授权,南京广康协生物医药技术有限公司,2015,9,1
实用新型,山西中条山新型建材有限公司,2015,1,1
发明授权,爱思开海力士有限公司,2017,5,1
发明授权,美光科技公司,2019,2,1
实用新型,希柯环保设备(上海)有限公司,2018,9,1
外观专利,内蒙古蒙牛乳业(集团)股份有限公司,2005,3,1
发明授权,汕头超声显示器技术有限公司,2015,12,1
实用新型,江苏大同盟制药有限公司,2018,2,1
发明公开,亚太优势微系统股份有限公司,2010,12,1
发明公开,张家港市藏联生物研究所有限公司,2017,3,1
发明授权,河南省日立信股份有限公司,2015,10,1
实用新型,珠海格力电器股份有限公司,2015,6,1
实用新型,泉州东山机械有限公司,2015,1,1
发明公开,中国医药集团总公司四川抗菌素工业研究所,2014,10,1
发明授权,株洲南方燃气轮机成套制造安装有限公司,2015,10,1
发明公开,金川集团股份有限公司,2016,2,1
外观专利,江门联和发动机有限公司,2005,12,1
发明授权,迈来芯科技有限公司,2017,10,1
发明公开,楠盛股份有限公司,2007,3,1
发明公开,中国船舶重工集团公司第七二四研究所,2018,9,1
外观专利,牡丹江富通汽车空调有限公司,2005,12,2
发明授权,伊莱利利公司,2006,8,1
发明授权,北京理工大学,2017,6,1
实用新型,北海益通电子科技有限公司,2014,10,1
实用新型,陈卫昭,2014,10,1
实用新型,叶俊明,2014,10,1
实用新型,特新光电科技股份有限公司,2014,2,1
发明授权,北京北方世纪纤维素技术开发有限公司,2017,6,1
发明授权,江苏德川汇汽车科技有限公司,2018,2,1
实用新型,天津豪鑫精密模具有限公司,2014,10,1
实用新型,江苏科凌医疗器械有限公司,2015,1,1
发明授权,杭州华三通信技术有限公司,2014,11,1
